,Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
6580,Need for Speed Rivals,PC,2013.0,Racing,Electronic Arts,0.04,0.19,0.0,0.02,0.25
6581,The Mummy: Tomb of the Dragon Emperor,PS2,2008.0,Action,Vivendi Games,0.12,0.1,0.0,0.03,0.25
6582,Def Jam Vendetta,GC,2003.0,Fighting,Electronic Arts,0.19,0.05,0.0,0.01,0.25
6583,Scooby-Doo! Unmasked,PS2,2005.0,Platform,THQ,0.12,0.1,0.0,0.03,0.25
6584,Penny Racers,PS,1996.0,Racing,Sony Computer Entertainment,0.0,0.0,0.23,0.02,0.25
6585,The Sims 2,XB,2005.0,Simulation,Electronic Arts,0.19,0.05,0.0,0.01,0.25
6586,Spider-Man: Web of Shadows,Wii,2008.0,Action,Activision,0.22,0.01,0.0,0.02,0.25
6587,Caesars Palace II,PS,1998.0,Misc,Interplay,0.14,0.09,0.0,0.02,0.25
6588,The Bureau: XCOM Declassified,PS3,2013.0,Shooter,Take-Two Interactive,0.08,0.13,0.0,0.04,0.25
6589,World Series Baseball 2K3,PS2,2003.0,Sports,Sega,0.12,0.1,0.0,0.03,0.25
6590,Tony Hawk's Proving Ground,Wii,2007.0,Sports,Activision,0.22,0.01,0.0,0.02,0.25
6591,Pro Yakyuu Team o Tsukurou!,SAT,1998.0,Sports,Sega,0.0,0.0,0.25,0.0,0.25
6592,Indiana Jones and the Staff of Kings,PSP,2009.0,Action,Activision,0.11,0.09,0.0,0.05,0.25
6593,The Outfit,X360,2006.0,Action,THQ,0.21,0.02,0.0,0.02,0.25
6594,Sentimental Graffiti,SAT,1998.0,Adventure,NEC Interchannel,0.0,0.0,0.25,0.0,0.25
6595,Avatar: The Last Airbender - The Burning Earth,Wii,2007.0,Action,THQ,0.23,0.0,0.0,0.02,0.25
6596,Don King Presents: Prizefighter,X360,2008.0,Sports,Take-Two Interactive,0.14,0.08,0.0,0.02,0.25
6597,Shin Megami Tensei x Fire Emblem,WiiU,2015.0,Role-Playing,Nintendo,0.12,0.05,0.06,0.02,0.25
6598,The Backyardigans,DS,2009.0,Adventure,Take-Two Interactive,0.23,0.0,0.0,0.02,0.25
6599,Yakuza Zero: The Place of Oath,PS3,2015.0,Action,Sega,0.0,0.0,0.25,0.0,0.25
6600,Devil Kings,PS2,2005.0,Action,Capcom,0.03,0.03,0.18,0.01,0.25
6601,NBA Jam Tournament Edition,PS,1995.0,Sports,Acclaim Entertainment,0.14,0.09,0.0,0.02,0.25
6602,Medabots AX: Metabee,GBA,2002.0,Role-Playing,Natsume,0.18,0.07,0.0,0.0,0.25
6603,Tennis no Oji-Sama: Genius Boys Academy,GBA,2002.0,Sports,Konami Digital Entertainment,0.0,0.0,0.24,0.01,0.25
6604,Kung Fu Panda 2,X360,2011.0,Action,THQ,0.16,0.06,0.0,0.02,0.25
6605,Bolt,X360,2008.0,Adventure,Disney Interactive Studios,0.18,0.05,0.0,0.02,0.25
6606,Shadow Man,PS,1998.0,Action,Acclaim Entertainment,0.14,0.09,0.0,0.02,0.25
6607,Spider-Man: Edge of Time,X360,2011.0,Action,Activision,0.18,0.05,0.0,0.02,0.25
6608,Freshly-Picked: Tingle's Rosy Rupeeland,DS,2006.0,Role-Playing,Nintendo,0.0,0.01,0.24,0.0,0.25
6609,Netsu Chu! Pro Yakyuu 2002,PS2,2002.0,Sports,Namco Bandai Games,0.0,0.0,0.25,0.0,0.25
6610,"Barbie: Jet, Set & Style!",Wii,2011.0,Misc,THQ,0.22,0.01,0.0,0.02,0.25
6611,L.A. Noire: The Complete Edition,PC,2011.0,Adventure,Take-Two Interactive,0.08,0.13,0.0,0.03,0.25
6612,Dynasty Warriors 6,PS2,2008.0,Action,Tecmo Koei,0.12,0.09,0.0,0.03,0.25
6613,Porky's,2600,1982.0,Action,20th Century Fox Video Games,0.23,0.01,0.0,0.0,0.25
6614,America's Army: Rise of a Soldier,XB,2005.0,Shooter,Ubisoft,0.19,0.05,0.0,0.01,0.25
6615,Grandia,PS,1999.0,Role-Playing,Ubisoft,0.14,0.09,0.0,0.02,0.25
6616,Daisy Fuentes Pilates,Wii,2009.0,Sports,505 Games,0.17,0.06,0.0,0.02,0.25
6617,F1 2000,PS,2000.0,Racing,Electronic Arts,0.14,0.09,0.0,0.02,0.25
6618,Pirates of the Caribbean: The Legend of Jack Sparrow,PS2,2006.0,Adventure,Ubisoft,0.12,0.09,0.0,0.03,0.25
6619,Petz: Crazy Monkeyz,Wii,2008.0,Simulation,Ubisoft,0.22,0.0,0.0,0.02,0.25
6620,WRC: World Rally Championship,PS2,2001.0,Racing,Sony Computer Entertainment,0.12,0.09,0.0,0.03,0.25
6621,Littlest Pet Shop: Country Friends,DS,2009.0,Simulation,Electronic Arts,0.23,0.0,0.0,0.02,0.25
6622,"Ed, Edd n Eddy: The Mis-Edventures",GC,2005.0,Platform,Midway Games,0.19,0.05,0.0,0.01,0.25
6623,Cars: Mater-National Championship,PS2,2007.0,Racing,THQ,0.12,0.09,0.0,0.03,0.25
6624,Armored Core 4,X360,2007.0,Simulation,505 Games,0.19,0.01,0.03,0.02,0.25
6625,Dreamworks Madagascar Kartz,X360,2009.0,Racing,Activision,0.14,0.09,0.0,0.02,0.25
6626,Dune 2000,PS,1999.0,Strategy,Electronic Arts,0.14,0.09,0.0,0.02,0.25
6627,Monster Hunter G,Wii,2009.0,Role-Playing,Capcom,0.0,0.0,0.25,0.0,0.25
6628,UEFA Euro 2008 Austria-Switzerland,PSP,2008.0,Sports,Electronic Arts,0.06,0.12,0.0,0.06,0.25
6629,SBK Superbike World Championship,PS3,2008.0,Racing,Black Bean Games,0.12,0.11,0.0,0.02,0.25
6630,Indiana Jones and the Staff of Kings,DS,2009.0,Action,Activision,0.16,0.07,0.0,0.02,0.25
6631,X-Men Origins: Wolverine,Wii,2009.0,Action,Activision,0.19,0.04,0.0,0.02,0.25
6632,Disgaea 2: Dark Hero Days,PSP,2009.0,Role-Playing,Nippon Ichi Software,0.1,0.01,0.12,0.02,0.25
6633,Project Overkill,PS,1996.0,Shooter,Konami Digital Entertainment,0.14,0.09,0.0,0.02,0.25
6634,Jumping Flash! 2,PS,1996.0,Platform,Sony Computer Entertainment,0.05,0.03,0.15,0.02,0.25
6635,Nickelodeon Party Blast,GC,2002.0,Misc,Atari,0.19,0.05,0.0,0.01,0.25
6636,U-Sing: Girls Night,Wii,2010.0,Misc,Mindscape,0.0,0.21,0.0,0.04,0.25
6637,Major League Baseball 2K7,PS3,2007.0,Sports,Spike,0.23,0.0,0.0,0.02,0.25
6638,Final Fantasy XI: Chains of Promathia,PS2,2004.0,Role-Playing,Square Enix,0.12,0.09,0.0,0.03,0.25
6639,The Chronicles of Riddick: Assault on Dark Athena,PS3,2009.0,Shooter,Vivendi Games,0.12,0.09,0.0,0.04,0.25
6640,Marvel: Ultimate Alliance 2,PSP,2009.0,Role-Playing,Activision,0.17,0.04,0.0,0.04,0.25
6641,Choro Q2,PS,1997.0,Racing,Takara,0.0,0.0,0.23,0.02,0.25
6642,Teenage Mutant Ninja Turtles: Danger of the Ooze,PS3,2014.0,Adventure,Activision,0.11,0.09,0.0,0.04,0.25
6643,"What Did I Do to Deserve This, My Lord!? 2",PSP,2008.0,Role-Playing,Nippon Ichi Software,0.06,0.0,0.18,0.01,0.25
6644,X-Men Legends II: Rise of Apocalypse,GC,2005.0,Role-Playing,Activision,0.19,0.05,0.0,0.01,0.25
6645,Butt Ugly Martians: B.K.M. Battles,GBA,2002.0,Action,Vivendi Games,0.18,0.07,0.0,0.0,0.25
6646,Monster Jam: Path of Destruction,PS3,2010.0,Racing,Activision,0.21,0.02,0.0,0.02,0.25
6647,TV Superstars,PS3,2010.0,Misc,Sony Computer Entertainment,0.07,0.12,0.0,0.05,0.25
6648,Family Guy: Back to the Multiverse,X360,2012.0,Action,Activision,0.14,0.09,0.0,0.02,0.25
6649,Ninja Gaiden 3,X360,2012.0,Action,Tecmo Koei,0.16,0.05,0.03,0.02,0.25
6650,Sorry! / Aggravation / Scrabble Junior,GBA,2005.0,Misc,Zoo Digital Publishing,0.18,0.07,0.0,0.0,0.25
6651,Sid Meier's Civilization VI,PC,2016.0,Strategy,Take-Two Interactive,0.09,0.13,0.0,0.02,0.25
6652,The Walking Dead: Season Two,PS4,2014.0,Adventure,Telltale Games,0.1,0.09,0.01,0.04,0.25
6653,Create,Wii,2010.0,Action,Electronic Arts,0.2,0.02,0.0,0.02,0.25
6654,Sword Art Online: Lost Song,PS4,2015.0,Role-Playing,Namco Bandai Games,0.1,0.11,0.0,0.04,0.25
6655,NBA Courtside 2002,GC,2002.0,Sports,Nintendo,0.19,0.05,0.0,0.01,0.25
6656,F1 2015,XOne,2015.0,Racing,Codemasters,0.08,0.15,0.0,0.02,0.25
6657,Wipeout 2,DS,2011.0,Misc,Activision,0.23,0.0,0.0,0.02,0.25
6658,Classic NES Series: Excitebike,GBA,2004.0,Racing,Nintendo,0.11,0.04,0.1,0.01,0.25
6659,Classic NES Series: Xevious,GBA,2004.0,Shooter,Nintendo,0.08,0.03,0.12,0.01,0.25
6660,Avatar: The Last Airbender - Into the Inferno,PS2,2008.0,Adventure,THQ,0.12,0.09,0.0,0.03,0.25
6661,Sly Cooper: Thieves in Time,PSV,2013.0,Platform,Sony Computer Entertainment Europe,0.13,0.06,0.0,0.06,0.25
6662,Dora the Explorer: Journey to the Purple Planet,PS2,2005.0,Adventure,Global Star,0.12,0.09,0.0,0.03,0.24
6663,Tales of Hearts,DS,2008.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.24,0.0,0.24
6664,Digimon World: Data Squad,PS2,2006.0,Role-Playing,Namco Bandai Games,0.12,0.09,0.0,0.03,0.24
6665,Catz,GBA,2005.0,Simulation,Ubisoft,0.18,0.06,0.0,0.0,0.24
6666,Hitman: Absolution,PC,2012.0,Action,Square Enix,0.03,0.17,0.0,0.04,0.24
6667,Stella Glow,3DS,2015.0,Role-Playing,Atlus,0.16,0.01,0.05,0.02,0.24
6668,Racquet Sports,Wii,2010.0,Sports,Ubisoft,0.13,0.09,0.0,0.02,0.24
6669,Jikkyou Powerful Pro Yakyuu 2001,PS,2001.0,Sports,Konami Digital Entertainment,0.0,0.0,0.23,0.02,0.24
6670,Trials Fusion,XOne,2014.0,Racing,Ubisoft,0.12,0.1,0.0,0.02,0.24
6671,That's So Raven: Psychic on the Scene,DS,2006.0,Adventure,Disney Interactive Studios,0.23,0.0,0.0,0.02,0.24
6672,Far Cry Instincts Predator,X360,2006.0,Shooter,Ubisoft,0.2,0.03,0.0,0.02,0.24
6673,Tongari Boushi to Oshare na Mahou Tsukai,DS,2011.0,Action,Konami Digital Entertainment,0.0,0.0,0.24,0.0,0.24
6674,Onechanbara Z2: Chaos,PS4,2014.0,Action,Nippon Ichi Software,0.14,0.03,0.04,0.04,0.24
6675,Ben 10 Ultimate Alien: Cosmic Destruction,PS3,2010.0,Platform,D3Publisher,0.12,0.08,0.0,0.04,0.24
6676,Skylanders SWAP Force,3DS,2013.0,Platform,Activision,0.1,0.12,0.0,0.02,0.24
6677,Hasbro Family Game Night 3,PS3,2010.0,Misc,Electronic Arts,0.18,0.04,0.0,0.03,0.24
6678,Panzer General,PS,1995.0,Strategy,Mindscape,0.14,0.09,0.0,0.02,0.24
6679,Gallop Racer (JP),PS,1996.0,Sports,Tecmo Koei,0.04,0.03,0.16,0.02,0.24
6680,Cabela's Outdoor Adventures (2009),X360,2009.0,Sports,Activision Value,0.23,0.0,0.0,0.02,0.24
6681,Spawn the Eternal,PS,1997.0,Action,Sony Computer Entertainment,0.14,0.09,0.0,0.02,0.24
6682,Army Men: Sarge's Heroes 2,PS,2000.0,Shooter,3DO,0.14,0.09,0.0,0.02,0.24
6683,MLB,PSP,2005.0,Sports,Sony Computer Entertainment,0.23,0.0,0.0,0.02,0.24
6684,Skylanders: SuperChargers,XOne,2015.0,Action,Activision,0.17,0.05,0.0,0.02,0.24
6685,Ys: Memories of Celceta,PSV,2012.0,Action,Nihon Falcom Corporation,0.1,0.01,0.1,0.04,0.24
6686,Britney's Dance Beat,PS2,2002.0,Misc,THQ,0.12,0.09,0.0,0.03,0.24
6687,Guitar Freaks,PS,1999.0,Simulation,Konami Digital Entertainment,0.0,0.0,0.23,0.02,0.24
6688,World Soccer Winning Eleven 7,PS2,2003.0,Sports,Konami Digital Entertainment,0.12,0.09,0.0,0.03,0.24
6689,SRS: Street Racing Syndicate,XB,2004.0,Racing,Namco Bandai Games,0.18,0.05,0.0,0.01,0.24
6690,Namco Tennis Smash Court,PS,1995.0,Sports,Sony Computer Entertainment,0.0,0.0,0.23,0.02,0.24
6691,Vexx,PS2,2003.0,Platform,Acclaim Entertainment,0.12,0.09,0.0,0.03,0.24
6692,Samurai Warriors 4,PS4,2014.0,Action,Tecmo Koei,0.08,0.07,0.06,0.03,0.24
6693,Ace Combat: Assault Horizon Legacy,3DS,2011.0,Simulation,Namco Bandai Games,0.1,0.06,0.08,0.01,0.24
6694,Marvel vs. Capcom Origins,PS2,2006.0,Fighting,Capcom,0.11,0.08,0.02,0.03,0.24
6695,Pro Yaky? Spirits 2011,PSP,2011.0,Sports,Konami Digital Entertainment,0.0,0.0,0.24,0.0,0.24
6696,TimeSplitters: Future Perfect,PS2,2005.0,Shooter,Electronic Arts,0.12,0.09,0.0,0.03,0.24
6697,Dynasty Warriors Next,PSV,2011.0,Action,Tecmo Koei,0.05,0.06,0.11,0.02,0.24
6698,Atelier Meruru: Alchemist of Arland 3,PS3,2011.0,Role-Playing,Nippon Ichi Software,0.05,0.0,0.18,0.01,0.24
6699,Harvest Moon: Magical Melody,GC,2005.0,Simulation,Ubisoft,0.19,0.05,0.0,0.01,0.24
6700,Disney Stitch Jam,DS,2009.0,Misc,Disney Interactive Studios,0.07,0.0,0.16,0.01,0.24
6701,Genma Onimusha,XB,2002.0,Action,Capcom,0.14,0.04,0.05,0.01,0.24
6702,DK: King of Swing,GBA,2005.0,Platform,Nintendo,0.17,0.06,0.0,0.0,0.24
6703,K-1 Revenge,PS,1997.0,Fighting,Xing Entertainment,0.04,0.03,0.16,0.02,0.24
6704,Turning Point: Fall of Liberty,PS3,2008.0,Shooter,Codemasters,0.21,0.01,0.0,0.02,0.24
6705,G-Police,PS,1997.0,Action,Psygnosis,0.13,0.09,0.0,0.02,0.24
6706,Command & Conquer 3: Kane's Wrath,X360,2008.0,Strategy,Electronic Arts,0.16,0.06,0.0,0.02,0.24
6707,Homefront,PC,2011.0,Shooter,THQ,0.11,0.1,0.0,0.03,0.24
6708,Corvette,XB,2003.0,Racing,TDK Mediactive,0.18,0.05,0.0,0.01,0.24
6709,Percy Jackson and the Olympians: The Lightning Thief,DS,2010.0,Role-Playing,Activision,0.22,0.01,0.0,0.02,0.24
6710,Fuel,PS3,2009.0,Racing,Codemasters,0.08,0.11,0.0,0.04,0.24
6711,NBA Live 10,PSP,2009.0,Sports,Electronic Arts,0.21,0.0,0.01,0.02,0.24
6712,Burnout 2: Point of Impact,XB,2003.0,Racing,Acclaim Entertainment,0.18,0.05,0.0,0.01,0.24
6713,Super Monkey Ball Deluxe,PS2,2005.0,Misc,Sega,0.12,0.09,0.0,0.03,0.24
6714,Kill.Switch,XB,2003.0,Shooter,Namco Bandai Games,0.18,0.05,0.0,0.01,0.24
6715,Lunar: Silver Star Harmony,PSP,2009.0,Role-Playing,GungHo,0.19,0.0,0.03,0.02,0.24
6716,Peter Jackson's King Kong: The Official Game of the Movie,GC,2005.0,Action,Ubisoft,0.19,0.05,0.0,0.01,0.24
6717,Dancing With The Stars,Wii,2007.0,Misc,Activision,0.22,0.0,0.0,0.02,0.24
6718,Summon Night 3,PS2,2003.0,Role-Playing,Banpresto,0.0,0.0,0.24,0.0,0.24
6719,Pro Yaky? Spirits 2010,PSP,2010.0,Sports,Konami Digital Entertainment,0.0,0.0,0.24,0.0,0.24
6720,The Simpsons: Road Rage,GC,2001.0,Racing,Electronic Arts,0.19,0.05,0.0,0.01,0.24
6721,Chibi-Robo! Zip Lash,3DS,2015.0,Platform,Nintendo,0.09,0.08,0.06,0.02,0.24
6722,Dynasty Warriors 7,X360,2011.0,Action,Tecmo Koei,0.16,0.06,0.0,0.02,0.24
6723,Jissen Pachi-Slot Hisshouhou! Hokuto no Ken SE,PS2,2006.0,Misc,Sega,0.0,0.0,0.24,0.0,0.24
6724,Total War: Attila,PC,2015.0,Strategy,Sega,0.09,0.13,0.0,0.02,0.24
6725,Azurik: Rise of Perathia,XB,2001.0,Action,Microsoft Game Studios,0.18,0.05,0.0,0.01,0.24
6726,All Grown Up!: Game Boy Advance Video Volume 1,GBA,2004.0,Misc,,0.17,0.06,0.0,0.0,0.24
6727,Paws & Claws: Pet Resort,DS,2008.0,Simulation,THQ,0.22,0.0,0.0,0.02,0.24
6728,Dragon Ball Z: Sagas,XB,2005.0,Fighting,Atari,0.18,0.05,0.0,0.01,0.24
6729,Just Dance Kids 2,PS3,2011.0,Misc,Ubisoft,0.1,0.1,0.0,0.04,0.24
6730,AC/DC LIVE: Rock Band Track Pack,PS3,2008.0,Misc,MTV Games,0.21,0.01,0.0,0.02,0.24
6731,Crash Tag Team Racing,PSP,2005.0,Racing,Vivendi Games,0.16,0.05,0.0,0.03,0.24
6732,Sakura Wars: Atsuki Chishio Ni,PS2,2003.0,Role-Playing,Sega,0.0,0.0,0.24,0.0,0.24
6733,The Price is Right 2010 Edition,Wii,2009.0,Misc,Ubisoft,0.22,0.0,0.0,0.02,0.24
6734,Ms. Pac-Man: Maze Madness / Pac-Man World,GBA,2005.0,Puzzle,Namco Bandai Games,0.17,0.06,0.0,0.0,0.24
6735,NHRA Championship Drag Racing,PS2,2005.0,Racing,ValuSoft,0.12,0.09,0.0,0.03,0.24
6736,Monster Jam,PS2,2007.0,Racing,Activision,0.12,0.09,0.0,0.03,0.24
6737,Asura's Wrath,X360,2012.0,Action,Capcom,0.15,0.06,0.01,0.02,0.24
6738,Harvest Moon: Another Wonderful Life,GC,2004.0,Role-Playing,Marvelous Interactive,0.19,0.05,0.0,0.01,0.24
6739,Jikkyou Powerful Pro Yakyuu 15,PS2,2008.0,Sports,Konami Digital Entertainment,0.0,0.0,0.24,0.0,0.24
6740,Front Line,2600,1981.0,Action,Taito,0.22,0.01,0.0,0.0,0.24
6741,Ready 2 Rumble Boxing: Round 2,N64,2000.0,Fighting,Midway Games,0.19,0.05,0.0,0.0,0.24
6742,Army Men: Air Combat,N64,2000.0,Action,3DO,0.19,0.05,0.0,0.0,0.24
6743,Paperboy,N64,1999.0,Action,Midway Games,0.19,0.05,0.0,0.0,0.24
6744,South Park: Chef's Luv Shack,N64,1999.0,Misc,Acclaim Entertainment,0.19,0.05,0.0,0.0,0.24
6745,Midway's Greatest Arcade Hits Volume 1,N64,2000.0,Misc,Midway Games,0.19,0.05,0.0,0.0,0.24
6746,Road Rash 64,N64,1999.0,Racing,THQ,0.19,0.05,0.0,0.0,0.24
6747,Final Fantasy Fables: Chocobo Tales,DS,2006.0,Adventure,Ubisoft,0.1,0.01,0.12,0.01,0.24
6748,NCAA College Basketball 2K3,PS2,2002.0,Sports,Sega,0.12,0.09,0.0,0.03,0.24
6749,Mobile Suit Gundam Battlefield Record U.C.0081,PS3,2009.0,Action,Namco Bandai Games,0.0,0.0,0.24,0.0,0.24
6750,NHL 17,XOne,2016.0,Sports,Electronic Arts,0.2,0.01,0.0,0.03,0.24
6751,NCAA March Madness 2004,XB,2003.0,Sports,Electronic Arts,0.18,0.05,0.0,0.01,0.24
6752,Lucky Luke,PS,1998.0,Platform,Ocean,0.13,0.09,0.0,0.02,0.24
6753,Bakugan: Battle Brawlers,X360,2009.0,Action,Activision,0.2,0.02,0.0,0.02,0.24
6754,Fantastic 4,GC,2005.0,Action,Activision,0.19,0.05,0.0,0.01,0.24
6755,LEGO The Hobbit,3DS,2014.0,Action,Warner Bros. Interactive Entertainment,0.1,0.12,0.0,0.02,0.24
6756,Tony Hawk's American Sk8land,GBA,2005.0,Sports,Activision,0.17,0.06,0.0,0.0,0.24
6757,Metro 2033,PC,2010.0,Shooter,THQ,0.0,0.19,0.0,0.05,0.24
6758,Densetsu no Stafi 3,GBA,2004.0,Platform,Nintendo,0.0,0.0,0.23,0.01,0.24
6759,Forsaken,PS,1998.0,Shooter,Acclaim Entertainment,0.13,0.09,0.0,0.02,0.24
6760,Imagine: Teacher Class Trip,DS,2009.0,Adventure,Ubisoft,0.1,0.12,0.0,0.02,0.24
6761,Ratchet & Clank: Going Commando (JP weekly sales),PS2,2003.0,Action,Sony Computer Entertainment,0.0,0.0,0.24,0.0,0.24
6762,Dragon Ball: XenoVerse,X360,2015.0,Fighting,Namco Bandai Games,0.17,0.04,0.0,0.02,0.24
6763,Valhalla Knights,PSP,2006.0,Role-Playing,Rising Star Games,0.15,0.0,0.07,0.01,0.24
6764,The Hobbit,XB,2003.0,Platform,Vivendi Games,0.18,0.05,0.0,0.01,0.24
6765,Destiny: The Collection,PS4,2016.0,Shooter,Activision,0.05,0.15,0.0,0.04,0.24
6766,FIFA 14,3DS,2013.0,Sports,Electronic Arts,0.0,0.22,0.0,0.01,0.24
6767,Dance Dance Revolution: Disney Channel Edition,PS2,2008.0,Simulation,Konami Digital Entertainment,0.12,0.09,0.0,0.03,0.24
6768,The Incredible Hulk,DS,2008.0,Action,Sega,0.22,0.0,0.0,0.02,0.24
6769,The Adventures of Tintin: The Game,X360,2011.0,Action,Ubisoft,0.07,0.13,0.0,0.03,0.24
6770,Checkers,2600,1980.0,Misc,Atari,0.22,0.01,0.0,0.0,0.24
6771,Front Mission: Gun Hazard,SNES,1996.0,Role-Playing,SquareSoft,0.0,0.0,0.24,0.0,0.24
6772,Etrian Mystery Dungeon,3DS,2015.0,Role-Playing,Nippon Ichi Software,0.09,0.01,0.13,0.01,0.24
6773,Zumba Fitness: World Party,XOne,2013.0,Misc,Majesco Entertainment,0.17,0.05,0.0,0.02,0.24
6774,Luminous Arc,DS,2007.0,Role-Playing,Rising Star Games,0.16,0.0,0.06,0.01,0.24
6775,Boogie SuperStar,Wii,2008.0,Misc,Electronic Arts,0.2,0.02,0.0,0.02,0.24
6776,4x4 EVO 2,XB,2001.0,Racing,Gathering of Developers,0.18,0.05,0.0,0.01,0.24
6777,Juiced 2: Hot Import Nights,DS,2007.0,Racing,THQ,0.22,0.0,0.0,0.02,0.24
6778,XS Airboat Racing,PS,2002.0,Racing,XS Games,0.13,0.09,0.0,0.02,0.24
6779,Cradle of Rome,DS,2008.0,Puzzle,Rising Star Games,0.05,0.15,0.0,0.03,0.24
6780,Grand Theft Auto,GBA,2004.0,Action,Take-Two Interactive,0.17,0.06,0.0,0.0,0.24
6781,Avalon Code,DS,2008.0,Role-Playing,Rising Star Games,0.11,0.0,0.12,0.01,0.24
6782,Dora the Explorer: Super Star Adventures,GBA,2004.0,Adventure,Game Factory,0.17,0.06,0.0,0.0,0.24
6783,Star Trek: The Game,PS3,2013.0,Action,Namco Bandai Games,0.1,0.1,0.0,0.04,0.24
6784,Dreamcast Collection,X360,2011.0,Misc,Sega,0.16,0.06,0.0,0.02,0.24
6785,Resident Evil Archives: Resident Evil Zero,Wii,2008.0,Action,Capcom,0.13,0.03,0.06,0.01,0.24
6786,Rocket League,XOne,2016.0,Sports,505 Games,0.05,0.17,0.0,0.02,0.24
6787,My Street,PS2,2003.0,Misc,Sony Computer Entertainment,0.12,0.09,0.0,0.03,0.24
6788,Spider-Man: Shattered Dimensions,Wii,2010.0,Action,Activision,0.12,0.09,0.0,0.02,0.24
6789,Wild 9,PS,1998.0,Action,Interplay,0.13,0.09,0.0,0.02,0.24
6790,Ghost Rider,PSP,2007.0,Action,Take-Two Interactive,0.22,0.0,0.0,0.02,0.24
6791,Shadow Hearts: Covenant,PS2,2004.0,Role-Playing,Midway Games,0.12,0.09,0.0,0.03,0.24
6792,X-Men: Destiny,PS3,2011.0,Action,Activision,0.14,0.07,0.0,0.03,0.24
6793,Driver '76,PSP,2007.0,Racing,Ubisoft,0.03,0.14,0.0,0.07,0.24
6794,Harry Potter and the Order of the Phoenix,PS3,2007.0,Action,Electronic Arts,0.18,0.03,0.0,0.03,0.24
6795,Midway Arcade Treasures: Extended Play,PSP,2005.0,Misc,Midway Games,0.21,0.0,0.0,0.02,0.24
6796,Nickelodeon Dance,Wii,2011.0,Misc,Take-Two Interactive,0.21,0.01,0.0,0.01,0.24
6797,PGA Tour 96,PS,1995.0,Sports,Electronic Arts,0.13,0.09,0.0,0.02,0.24
6798,Covert Ops: Nuclear Dawn,PS,2000.0,Action,Sony Computer Entertainment,0.13,0.09,0.0,0.02,0.24
6799,Ben 10 Ultimate Alien: Cosmic Destruction,PSP,2010.0,Platform,D3Publisher,0.1,0.09,0.0,0.05,0.24
6800,Amazing Adventures: The Forgotten Ruins,DS,2008.0,Adventure,PopCap Games,0.13,0.08,0.0,0.02,0.24
6801,Galaga: Destination Earth,PS,2000.0,Shooter,Hasbro Interactive,0.13,0.09,0.0,0.02,0.24
6802,Dynasty Warriors 6 Empires,X360,2009.0,Action,Tecmo Koei,0.16,0.01,0.04,0.02,0.24
6803,The Testament of Sherlock Holmes,PS3,2012.0,Adventure,Focus Home Interactive,0.05,0.14,0.0,0.04,0.24
6804,FIFA World Cup Germany 2006,XB,2006.0,Sports,Electronic Arts,0.18,0.05,0.0,0.01,0.24
6805,NBA Live 14,PS4,2013.0,Sports,Electronic Arts,0.15,0.05,0.0,0.04,0.24
6806,G.I. Joe: The Rise of Cobra,X360,2009.0,Action,Electronic Arts,0.17,0.05,0.0,0.02,0.24
6807,Polly Pocket: Super Splash Island,GBA,2003.0,Action,Knowledge Adventure,0.17,0.06,0.0,0.0,0.24
6808,Game of Thrones,PS3,2012.0,Role-Playing,Focus Home Interactive,0.1,0.1,0.0,0.03,0.24
6809,God Eater 2,PSP,2013.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.24,0.0,0.24
6810,LEGO Marvel's Avengers,WiiU,2016.0,Action,Warner Bros. Interactive Entertainment,0.12,0.1,0.0,0.02,0.24
6811,PDC World Championship Darts 2008,Wii,2008.0,Sports,Oxygen Interactive,0.02,0.21,0.0,0.01,0.24
6812,X-Men: Destiny,X360,2011.0,Action,Activision,0.18,0.04,0.0,0.02,0.24
6813,Sesame Street: Elmo's Number Journey,PS,1998.0,Misc,NewKidCo,0.13,0.09,0.0,0.02,0.24
6814,Fallout 3 Game Add-On Pack: Broken Steel and Point Lookout,X360,2009.0,Role-Playing,Bethesda Softworks,0.16,0.06,0.0,0.02,0.24
6815,Rampage,2600,1988.0,Action,Activision,0.22,0.01,0.0,0.0,0.24
6816,Dark Cavern,2600,1981.0,Shooter,Mattel Interactive,0.22,0.01,0.0,0.0,0.24
6817,Pictionary: Ultimate Edition,X360,2011.0,Misc,THQ,0.16,0.05,0.0,0.02,0.24
6818,Pro Evolution Soccer 2014,X360,2013.0,Action,Konami Digital Entertainment,0.07,0.15,0.0,0.02,0.24
6819,The Godfather (US & Others sales),X360,2006.0,Action,Electronic Arts,0.2,0.02,0.0,0.02,0.24
6820,We Love Golf!,Wii,2007.0,Sports,Capcom,0.19,0.0,0.03,0.02,0.24
6821,Angry Birds,PC,2011.0,Puzzle,Focus Home Interactive,0.0,0.18,0.0,0.05,0.24
6822,Pictionary: Ultimate Edition,PS3,2011.0,Misc,THQ,0.15,0.06,0.0,0.03,0.24
6823,Pure Futbol,PS3,2010.0,Sports,Ubisoft,0.06,0.13,0.0,0.04,0.24
6824,Tiger Woods PGA Tour 10,PSP,2009.0,Sports,Electronic Arts,0.12,0.07,0.0,0.05,0.24
